Nr.,Type,bolt_num,BL,sBL,dia_1,dia_2,gear1_x,gear1_y,gear1_z,gear2_x,gear2_y,gear2_z,bolt1_x,bolt1_y,bolt1_z,bolt2_x,bolt2_y,bolt2_z,bolt3_x,bolt3_y,bolt3_z,bolt4_x,bolt4_y,bolt4_z,bolt5_x,bolt5_y,bolt5_z,euler_x,euler_y,euler_z
TypeA0_0100,0,5,6.425,1.916,4.282,6.238,2.1412,1.0,12.1257,2.319,0.333,15.445,-0.298,-2.953,11.574,4.527,-2.953,11.375,4.643,-2.953,16.541,1.369,-2.953,18.923,-2.072,-2.953,16.117,-6.5682,2.2579,-1.7275
TypeA0_0101,0,3,6.599,1.784,4.399,6.261,2.1995,1.0,12.1116,2.33,0.333,15.442,0.369,-2.953,10.322,4.595,-2.953,11.209,-1.626,-2.953,13.701,0.0,0.0,0.0,0.0,0.0,0.0,9.58,-1.4195,-0.4069
TypeA0_0102,0,4,7.139,1.423,4.283,6.41,2.1416,1.0,12.4277,2.405,0.333,15.832,0.174,-2.953,10.883,3.871,-2.953,10.621,3.126,-2.953,18.919,-2.221,-2.953,15.957,0.0,0.0,0.0,-7.7269,2.0403,-4.1127
TypeA0_0103,0,5,7.399,1.482,3.524,6.032,1.7621,1.0,12.7188,2.216,0.333,15.935,-0.097,-2.953,11.696,3.673,-2.953,11.797,3.21,-2.953,18.454,-0.551,-2.953,18.953,-2.396,-2.953,16.288,7.4985,-0.9211,3.5737
TypeA0_0104,0,5,6.352,1.918,3.981,5.889,1.9906,1.0,12.209,2.145,0.333,15.354,-0.324,-2.953,11.799,4.061,-2.953,11.097,2.585,-2.953,18.35,0.792,-2.953,18.634,-2.03,-2.953,14.613,2.7817,-3.0344,-4.5744
TypeA0_0105,0,4,6.976,0.6,4.472,5.39,2.2359,1.0,11.5252,1.895,0.333,14.42,0.213,-2.953,9.898,4.49,-2.953,10.238,4.455,-2.953,14.891,-1.593,-2.953,14.822,0.0,0.0,0.0,-13.0452,-3.6797,3.4924
TypeA0_0106,0,4,7.907,1.791,4.444,5.338,2.2219,1.0,13.3807,1.869,0.333,16.25,0.26,-2.953,11.703,3.946,-2.953,11.459,4.067,-2.953,17.726,-1.485,-2.953,17.1,0.0,0.0,0.0,14.7176,0.0058,4.5365
TypeA0_0107,0,4,7.814,1.04,3.573,5.097,1.7864,1.0,12.6098,1.748,0.333,15.358,-0.141,-2.953,11.665,3.383,-2.953,11.175,1.926,-2.953,18.111,-1.82,-2.953,14.593,0.0,0.0,0.0,10.2889,4.1358,-0.2411
TypeA0_0108,0,4,7.885,1.459,3.686,5.658,1.8429,1.0,12.98,2.029,0.333,16.009,0.097,-2.953,11.637,3.259,-2.953,11.293,3.729,-2.953,17.728,-2.004,-2.953,15.066,0.0,0.0,0.0,-9.7878,-3.2797,2.0875
TypeA0_0109,0,3,7.912,1.636,4.448,5.043,2.224,1.0,13.4132,1.722,0.333,16.135,0.198,-2.953,11.809,4.548,-2.953,12.284,-0.894,-2.953,17.846,0.0,0.0,0.0,0.0,0.0,0.0,12.7337,-1.4278,0.4232
TypeA0_0110,0,3,6.786,1.959,3.911,5.788,1.9556,1.0,12.5525,2.094,0.333,15.647,-0.288,-2.953,11.978,4.171,-2.953,11.878,-1.993,-2.953,16.468,0.0,0.0,0.0,0.0,0.0,0.0,-7.1266,-2.2831,-2.1891
TypeA0_0111,0,3,7.304,1.979,4.032,5.149,2.0159,1.0,12.9238,1.775,0.333,15.698,0.077,-2.953,11.551,3.73,-2.953,11.278,-1.622,-2.953,16.446,0.0,0.0,0.0,0.0,0.0,0.0,-1.6577,1.8054,0.4382
TypeA0_0112,0,4,7.951,1.937,3.666,6.097,1.8331,1.0,13.6509,2.249,0.333,16.899,-0.278,-2.953,13.057,3.985,-2.953,13.228,3.76,-2.953,18.944,-2.368,-2.953,17.119,0.0,0.0,0.0,10.2695,0.8723,-3.5281
TypeA0_0113,0,5,7.422,1.603,3.966,5.05,1.9831,1.0,13.1565,1.725,0.333,15.882,0.448,-2.953,11.386,4.196,-2.953,12.387,4.049,-2.953,16.217,1.2,-2.953,18.767,-1.47,-2.953,14.749,-12.0714,-4.9175,4.0075
TypeA0_0114,0,4,6.729,0.612,4.446,6.196,2.223,1.0,11.1868,2.298,0.333,14.485,-0.285,-2.953,10.567,4.539,-2.953,10.044,3.214,-2.953,17.443,-1.532,-2.953,16.28,0.0,0.0,0.0,-1.743,4.5049,-1.7016
TypeA0_0115,0,4,7.771,1.252,3.615,5.433,1.8077,1.0,12.9331,1.917,0.333,15.85,-0.265,-2.953,12.298,3.615,-2.953,11.736,1.343,-2.953,18.908,-2.038,-2.953,15.415,0.0,0.0,0.0,-2.239,2.3447,1.2249
TypeA0_0116,0,3,6.562,0.672,3.975,6.449,1.9873,1.0,11.1275,2.425,0.333,14.552,0.39,-2.953,9.408,3.592,-2.953,9.415,4.513,-2.953,15.888,0.0,0.0,0.0,0.0,0.0,0.0,14.1407,-3.511,4.1432
TypeA0_0117,0,4,7.781,0.868,3.751,6.001,1.8756,1.0,12.7338,2.2,0.333,15.934,-0.314,-2.953,12.285,3.613,-2.953,11.327,0.228,-2.953,19.186,-2.2,-2.953,15.186,0.0,0.0,0.0,-2.1959,1.1245,-2.6749
TypeA0_0118,0,5,7.764,0.782,4.322,5.189,2.1611,1.0,12.1605,1.794,0.333,14.955,0.424,-2.953,10.333,4.415,-2.953,11.031,3.324,-2.953,17.162,-0.232,-2.953,17.442,-1.386,-2.953,16.042,6.2207,0.2994,0.4471
TypeA0_0119,0,5,7.213,1.176,3.561,6.31,1.7807,1.0,12.0433,2.355,0.333,15.398,-0.085,-2.953,10.993,3.624,-2.953,10.954,4.088,-2.953,17.041,0.936,-2.953,18.913,-2.406,-2.953,14.457,4.656,3.7712,1.5832
TypeA0_0120,0,5,6.502,1.291,3.898,6.198,1.9488,1.0,11.6935,2.299,0.333,14.992,-0.15,-2.953,10.732,3.56,-2.953,10.04,4.013,-2.953,16.932,0.316,-2.953,18.35,-1.93,-2.953,13.416,8.3149,-3.7079,-0.6397
TypeA0_0121,0,4,7.944,1.204,4.365,5.946,2.1826,1.0,13.0362,2.173,0.333,16.209,0.525,-2.953,11.108,4.319,-2.953,11.658,4.702,-2.953,16.503,-1.465,-2.953,17.941,0.0,0.0,0.0,-12.5281,3.9237,-0.8761
TypeA0_0122,0,4,6.641,0.619,4.002,5.588,2.0008,1.0,10.9204,1.994,0.333,13.914,-0.003,-2.953,9.672,4.306,-2.953,10.41,0.716,-2.953,17.031,-1.915,-2.953,13.424,0.0,0.0,0.0,-2.2583,3.3928,-3.5082
TypeA0_0123,0,5,7.846,1.731,4.282,6.047,2.1412,1.0,13.4915,2.223,0.333,16.715,-0.189,-2.953,12.583,4.575,-2.953,12.917,3.052,-2.953,19.634,-1.055,-2.953,19.103,-2.007,-2.953,16.227,6.5302,3.67,-4.475
TypeA0_0124,0,4,7.782,1.671,3.519,5.965,1.7596,1.0,13.3452,2.183,0.333,16.528,-0.008,-2.953,12.175,3.278,-2.953,11.867,2.277,-2.953,19.6,-1.323,-2.953,18.969,0.0,0.0,0.0,7.2081,3.5769,0.5804
TypeA0_0125,0,3,7.353,1.603,3.724,5.965,1.8621,1.0,12.607,2.182,0.333,15.789,0.206,-2.953,11.125,3.996,-2.953,11.989,2.513,-2.953,18.801,0.0,0.0,0.0,0.0,0.0,0.0,10.9071,-3.0148,3.1652
TypeA0_0126,0,4,7.345,0.916,4.397,6.434,2.1985,1.0,12.4328,2.417,0.333,15.85,-0.221,-2.953,11.6,4.715,-2.953,11.971,4.782,-2.953,17.01,-2.178,-2.953,15.78,0.0,0.0,0.0,4.1486,1.8721,-3.9888
TypeA0_0127,0,4,6.897,1.537,4.44,5.526,2.2202,1.0,12.2153,1.963,0.333,15.178,0.523,-2.953,10.272,4.603,-2.953,11.227,4.534,-2.953,15.42,-1.698,-2.953,15.009,0.0,0.0,0.0,-3.7274,-3.0486,0.1324
TypeA0_0128,0,4,7.02,1.268,3.999,5.209,1.9993,1.0,12.2183,1.804,0.333,15.023,-0.173,-2.953,11.297,4.019,-2.953,10.998,4.14,-2.953,15.395,-1.202,-2.953,16.761,0.0,0.0,0.0,12.2884,3.6054,-2.6396
TypeA0_0129,0,5,7.67,1.679,4.333,5.38,2.1667,1.0,13.4426,1.89,0.333,16.332,-0.145,-2.953,12.423,4.618,-2.953,12.83,3.248,-2.953,18.733,0.005,-2.953,19.061,-1.683,-2.953,16.296,-13.3749,0.4097,2.7567
TypeA0_0130,0,5,7.475,1.905,4.246,5.728,2.123,1.0,13.4779,2.064,0.333,16.542,-0.143,-2.953,12.463,4.319,-2.953,12.32,2.97,-2.953,19.314,-0.656,-2.953,19.087,-1.581,-2.953,15.141,7.7859,-3.0563,4.0009
TypeA0_0131,0,3,6.751,1.492,4.032,6.053,2.0158,1.0,11.974,2.227,0.333,15.201,0.279,-2.953,10.353,4.173,-2.953,10.978,-1.947,-2.953,13.989,0.0,0.0,0.0,0.0,0.0,0.0,2.0987,-0.1134,0.1442
TypeA0_0132,0,3,6.452,0.912,4.431,6.411,2.2155,1.0,11.1118,2.406,0.333,14.517,-0.159,-2.953,10.114,4.644,-2.953,10.254,4.968,-2.953,14.828,0.0,0.0,0.0,0.0,0.0,0.0,-11.6457,0.924,0.5099
TypeA0_0133,0,3,6.461,1.553,4.097,5.687,2.0484,1.0,11.7169,2.044,0.333,14.76,-0.091,-2.953,10.61,4.027,-2.953,10.343,4.223,-2.953,15.949,0.0,0.0,0.0,0.0,0.0,0.0,-14.8436,2.9084,0.4675
TypeA0_0134,0,5,6.523,0.724,4.07,5.149,2.0352,1.0,11.3716,1.775,0.333,14.146,-0.293,-2.953,10.81,4.168,-2.953,10.281,3.868,-2.953,15.442,-0.915,-2.953,16.144,-1.506,-2.953,13.099,-5.1395,-3.9098,-3.7528
TypeA0_0135,0,4,6.681,1.167,4.438,5.994,2.2188,1.0,11.7721,2.197,0.333,14.969,0.04,-2.953,10.392,4.511,-2.953,10.591,2.749,-2.953,18.051,-1.456,-2.953,16.702,0.0,0.0,0.0,-0.2707,0.5013,2.5013
TypeA0_0136,0,3,6.927,1.135,4.106,6.036,2.053,1.0,12.0417,2.218,0.333,15.26,0.217,-2.953,10.476,3.92,-2.953,10.512,-2.117,-2.953,15.491,0.0,0.0,0.0,0.0,0.0,0.0,-11.457,1.4716,-4.6357
TypeA0_0137,0,5,7.303,1.737,3.611,5.354,1.8057,1.0,13.1173,1.877,0.333,15.994,0.167,-2.953,11.702,3.778,-2.953,12.223,3.271,-2.953,18.016,-1.278,-2.953,17.996,-1.829,-2.953,14.903,5.6969,-4.3841,-1.0223
TypeA0_0138,0,4,6.672,1.608,3.902,6.496,1.9512,1.0,11.9351,2.448,0.333,15.383,-0.005,-2.953,10.705,4.202,-2.953,11.408,2.992,-2.953,18.487,-1.684,-2.953,17.614,0.0,0.0,0.0,4.0766,-1.2628,-1.3264
TypeA0_0139,0,3,7.565,1.83,3.831,5.724,1.9153,1.0,13.1246,2.062,0.333,16.187,-0.32,-2.953,12.697,4.136,-2.953,12.628,3.291,-2.953,18.564,0.0,0.0,0.0,0.0,0.0,0.0,-12.8766,1.2881,2.9349
TypeA0_0140,0,4,6.511,1.545,4.173,6.417,2.0863,1.0,11.7926,2.408,0.333,15.201,0.472,-2.953,9.954,4.365,-2.953,10.903,2.498,-2.953,18.557,-2.014,-2.953,13.844,0.0,0.0,0.0,-13.3103,1.8101,4.6278
TypeA0_0141,0,5,7.675,0.61,3.51,5.684,1.755,1.0,12.3782,2.042,0.333,15.42,-0.144,-2.953,11.448,3.837,-2.953,12.004,4.047,-2.953,16.252,-1.392,-2.953,17.598,-2.231,-2.953,15.74,-0.4874,2.1399,-3.4904
TypeA0_0142,0,4,7.797,1.281,3.734,5.568,1.8671,1.0,13.2318,1.984,0.333,16.216,-0.249,-2.953,12.539,3.967,-2.953,12.49,2.668,-2.953,18.921,-1.442,-2.953,18.111,0.0,0.0,0.0,-4.1468,-0.4489,-1.4311
TypeA0_0143,0,4,7.792,0.826,4.492,5.232,2.2458,1.0,12.6432,1.816,0.333,15.459,-0.241,-2.953,11.865,4.797,-2.953,12.113,4.421,-2.953,15.531,-0.814,-2.953,17.396,0.0,0.0,0.0,-9.2559,0.6958,3.1382
TypeA0_0144,0,4,6.989,1.474,3.601,6.481,1.8006,1.0,12.2261,2.441,0.333,15.667,-0.025,-2.953,11.071,3.796,-2.953,11.397,2.46,-2.953,18.958,-2.345,-2.953,14.335,0.0,0.0,0.0,-3.8193,-3.2597,0.636
TypeA0_0145,0,4,6.827,0.961,3.894,6.002,1.9468,1.0,11.411,2.201,0.333,14.612,0.198,-2.953,9.907,3.475,-2.953,9.683,4.495,-2.953,14.905,-2.183,-2.953,15.072,0.0,0.0,0.0,-6.9022,3.5803,4.6832
TypeA0_0146,0,4,6.464,0.612,4.128,5.449,2.0642,1.0,10.9169,1.924,0.333,13.841,-0.053,-2.953,9.736,4.359,-2.953,10.135,3.411,-2.953,16.056,-1.8,-2.953,14.195,0.0,0.0,0.0,-0.6091,3.7477,4.9346
TypeA0_0147,0,5,6.337,0.96,4.458,5.831,2.2288,1.0,11.1341,2.115,0.333,14.249,0.257,-2.953,9.457,4.255,-2.953,9.522,4.472,-2.953,15.461,0.69,-2.953,17.44,-1.753,-2.953,15.027,-3.2698,-1.504,0.0005
TypeA0_0148,0,5,7.086,1.75,4.35,6.375,2.1751,1.0,12.5769,2.388,0.333,15.965,-0.101,-2.953,11.461,4.448,-2.953,11.455,4.121,-2.953,18.211,-0.061,-2.953,19.209,-1.859,-2.953,14.506,-9.2492,2.5562,-0.9378
TypeA0_0149,0,5,6.21,0.973,4.362,5.52,2.181,1.0,11.1345,1.96,0.333,14.094,-0.308,-2.953,10.623,4.328,-2.953,9.775,3.596,-2.953,16.291,0.189,-2.953,16.977,-1.689,-2.953,13.538,7.3893,0.7723,-4.2455
TypeA0_0150,0,5,7.333,1.926,3.612,5.441,1.8059,1.0,13.2411,1.92,0.333,16.161,-0.097,-2.953,12.207,3.418,-2.953,11.795,3.374,-2.953,18.131,-1.235,-2.953,18.275,-2.023,-2.953,15.601,-12.7266,2.2149,4.9299
TypeA0_0151,0,3,6.551,1.012,4.27,6.329,2.1349,1.0,11.5266,2.364,0.333,14.891,-0.174,-2.953,10.581,4.579,-2.953,11.024,0.187,-2.953,18.223,0.0,0.0,0.0,0.0,0.0,0.0,-6.511,4.9175,0.1445
TypeA0_0152,0,5,7.803,0.792,4.007,5.607,2.0034,1.0,12.2683,2.004,0.333,15.272,0.038,-2.953,10.955,4.213,-2.953,11.429,2.939,-2.953,17.917,0.721,-2.953,18.399,-1.729,-2.953,16.46,-8.9553,3.5543,2.8121
TypeA0_0153,0,4,7.457,1.61,3.628,6.353,1.8141,1.0,13.1679,2.376,0.333,16.544,0.281,-2.953,11.627,3.842,-2.953,12.383,1.153,-2.953,20.078,-2.23,-2.953,17.952,0.0,0.0,0.0,14.6373,-0.5768,-3.9038
TypeA0_0154,0,3,6.735,1.577,4.471,6.368,2.2354,1.0,12.1255,2.384,0.333,15.509,-0.274,-2.953,11.462,4.087,-2.953,10.306,-1.652,-2.953,17.249,0.0,0.0,0.0,0.0,0.0,0.0,5.0519,-4.8716,3.5344
TypeA0_0155,0,5,7.464,1.96,4.28,6.03,2.1398,1.0,13.4096,2.215,0.333,16.625,0.347,-2.953,11.667,4.155,-2.953,11.931,3.141,-2.953,19.479,0.786,-2.953,19.954,-1.823,-2.953,15.446,-0.7194,1.5564,0.7187
TypeA0_0156,0,3,7.584,0.928,4.281,5.809,2.1406,1.0,12.1178,2.104,0.333,15.222,0.311,-2.953,10.413,4.52,-2.953,11.348,1.272,-2.953,18.486,0.0,0.0,0.0,0.0,0.0,0.0,0.2926,-3.4057,-3.9082
TypeA0_0157,0,5,6.896,1.334,4.336,6.221,2.168,1.0,12.2422,2.31,0.333,15.553,0.512,-2.953,10.332,3.946,-2.953,10.445,3.808,-2.953,18.02,0.035,-2.953,18.757,-1.927,-2.953,14.463,13.1985,-2.7592,4.1625
TypeA0_0158,0,3,7.519,0.979,4.347,5.464,2.1737,1.0,12.503,1.932,0.333,15.435,0.161,-2.953,10.963,3.939,-2.953,10.685,-1.673,-2.953,14.906,0.0,0.0,0.0,0.0,0.0,0.0,-1.2671,-4.2944,-0.7618
TypeA0_0159,0,4,7.661,1.561,3.907,5.873,1.9537,1.0,13.1475,2.137,0.333,16.284,0.155,-2.953,11.692,3.884,-2.953,11.872,4.447,-2.953,16.432,-1.527,-2.953,18.202,0.0,0.0,0.0,-9.7954,-2.0036,-1.3236
TypeA0_0160,0,5,6.276,1.64,3.501,6.359,1.7503,1.0,11.5258,2.38,0.333,14.905,-0.021,-2.953,10.378,3.823,-2.953,11.131,2.361,-2.953,18.152,-1.386,-2.953,17.565,-2.399,-2.953,16.05,-1.8492,-3.4641,-3.1702
TypeA0_0161,0,4,7.219,0.903,4.281,6.111,2.1405,1.0,11.727,2.255,0.333,14.982,0.213,-2.953,10.134,4.359,-2.953,10.573,1.618,-2.953,18.386,-2.06,-2.953,15.296,0.0,0.0,0.0,-12.3766,-1.4549,-2.3554
TypeA0_0162,0,4,7.297,1.902,4.467,6.26,2.2335,1.0,12.9453,2.33,0.333,16.275,-0.039,-2.953,11.696,4.421,-2.953,11.552,2.88,-2.953,19.451,-2.019,-2.953,16.784,0.0,0.0,0.0,8.6311,2.454,4.2907
TypeA0_0163,0,5,6.232,1.551,3.57,5.889,1.7848,1.0,11.4692,2.144,0.333,14.613,-0.238,-2.953,10.756,3.639,-2.953,10.392,2.71,-2.953,17.432,0.935,-2.953,17.917,-2.289,-2.953,15.058,-0.2762,-4.897,-3.743
TypeA0_0164,0,4,7.733,1.781,3.922,6.045,1.9609,1.0,13.3312,2.222,0.333,16.554,-0.196,-2.953,12.474,3.952,-2.953,12.139,1.513,-2.953,19.918,-0.93,-2.953,19.212,0.0,0.0,0.0,-2.0427,0.5935,0.1911
TypeA0_0165,0,4,6.579,1.992,4.447,5.935,2.2236,1.0,12.4432,2.167,0.333,15.611,0.09,-2.953,10.986,4.719,-2.953,11.774,4.553,-2.953,16.742,-1.903,-2.953,15.69,0.0,0.0,0.0,7.6524,4.2623,-3.1013
TypeA0_0166,0,5,7.284,1.177,3.957,6.32,1.9787,1.0,12.5839,2.36,0.333,15.944,-0.066,-2.953,11.448,3.956,-2.953,11.335,2.875,-2.953,19.028,-0.326,-2.953,19.126,-2.162,-2.953,14.834,-10.0388,-3.3083,4.3965
TypeA0_0167,0,3,7.184,1.543,4.262,6.027,2.1311,1.0,12.5721,2.213,0.333,15.786,0.018,-2.953,11.253,4.491,-2.953,11.773,-1.92,-2.953,16.684,0.0,0.0,0.0,0.0,0.0,0.0,-14.3951,-4.6839,-1.4237
TypeA0_0168,0,3,6.503,1.184,4.074,6.416,2.037,1.0,11.6591,2.408,0.333,15.067,-0.159,-2.953,10.698,4.385,-2.953,11.175,3.794,-2.953,17.556,0.0,0.0,0.0,0.0,0.0,0.0,-1.6013,1.9672,-2.4534
TypeA0_0169,0,3,7.866,1.928,4.475,5.473,2.2374,1.0,13.6727,1.937,0.333,16.609,-0.315,-2.953,13.192,4.351,-2.953,12.162,0.776,-2.953,19.635,0.0,0.0,0.0,0.0,0.0,0.0,11.8296,-0.2811,1.7431
TypeA0_0170,0,4,7.501,1.63,3.644,5.942,1.8218,1.0,13.1043,2.171,0.333,16.275,-0.268,-2.953,12.478,3.968,-2.953,12.71,0.714,-2.953,19.592,-2.181,-2.953,17.188,0.0,0.0,0.0,-2.5302,-0.7333,2.2495
TypeA0_0171,0,4,7.658,1.901,4.412,5.039,2.2059,1.0,13.2301,1.72,0.333,15.95,-0.313,-2.953,12.739,4.669,-2.953,12.511,4.073,-2.953,17.036,-0.72,-2.953,17.891,0.0,0.0,0.0,2.1366,-4.6998,0.0392
TypeA0_0172,0,3,7.157,1.791,3.883,5.938,1.9416,1.0,12.6843,2.169,0.333,15.853,0.142,-2.953,11.249,3.638,-2.953,11.129,-0.564,-2.953,18.712,0.0,0.0,0.0,0.0,0.0,0.0,-3.755,2.6807,-1.552
TypeA0_0173,0,4,6.936,1.707,3.553,6.457,1.7766,1.0,12.7541,2.429,0.333,16.183,-0.022,-2.953,11.6,3.471,-2.953,11.453,0.08,-2.953,19.658,-2.044,-2.953,18.12,0.0,0.0,0.0,2.7325,1.6194,-3.3917
TypeA0_0174,0,4,6.201,0.812,3.823,5.229,1.9113,1.0,10.9159,1.814,0.333,13.73,-0.221,-2.953,10.135,3.673,-2.953,9.483,1.028,-2.953,16.704,-1.517,-2.953,12.339,0.0,0.0,0.0,-1.3104,1.4573,-0.9471
TypeA0_0175,0,5,7.234,1.153,4.493,5.459,2.2467,1.0,12.046,1.93,0.333,14.976,0.561,-2.953,10.057,4.228,-2.953,10.352,4.05,-2.953,16.64,1.726,-2.953,18.053,-1.29,-2.953,13.541,-0.404,3.5542,-2.8139
TypeA0_0176,0,3,7.874,0.61,4.146,5.433,2.0728,1.0,12.5185,1.917,0.333,15.435,-0.254,-2.953,11.808,3.879,-2.953,10.889,2.029,-2.953,18.417,0.0,0.0,0.0,0.0,0.0,0.0,-10.3104,4.6618,0.3264
TypeA0_0177,0,3,7.433,1.743,4.087,5.61,2.0437,1.0,13.0827,2.005,0.333,16.088,0.246,-2.953,11.487,4.24,-2.953,12.106,0.264,-2.953,19.097,0.0,0.0,0.0,0.0,0.0,0.0,9.571,-3.4801,2.7291
TypeA0_0178,0,4,6.661,1.8,3.7,5.029,1.8502,1.0,12.511,1.715,0.333,15.226,0.192,-2.953,11.05,4.02,-2.953,12.089,2.291,-2.953,17.818,-1.822,-2.953,15.334,0.0,0.0,0.0,-4.2298,-0.2485,1.2745
TypeA0_0179,0,4,7.093,1.553,3.832,5.262,1.9161,1.0,12.5405,1.831,0.333,15.372,0.187,-2.953,11.06,3.64,-2.953,11.055,2.415,-2.953,18.066,-1.471,-2.953,16.873,0.0,0.0,0.0,9.4815,0.5679,-0.1999
TypeA0_0180,0,5,6.454,1.27,4.423,5.234,2.2117,1.0,11.8822,1.817,0.333,14.699,0.398,-2.953,10.059,4.377,-2.953,10.494,2.809,-2.953,17.328,0.325,-2.953,17.471,-1.353,-2.953,13.595,11.1293,4.6763,3.7643
TypeA0_0181,0,4,7.395,0.642,3.526,6.396,1.763,1.0,12.0425,2.398,0.333,15.441,-0.304,-2.953,11.557,3.174,-2.953,10.456,2.762,-2.953,18.511,-2.332,-2.953,14.098,0.0,0.0,0.0,-7.6722,-3.6212,-0.982
TypeA0_0182,0,5,7.742,1.975,4.196,6.393,2.0978,1.0,13.353,2.396,0.333,16.749,0.266,-2.953,11.714,3.823,-2.953,11.603,3.359,-2.953,19.648,-1.102,-2.953,19.374,-2.238,-2.953,17.131,-4.8239,2.1335,-3.3914
TypeA0_0183,0,4,6.832,1.936,3.966,6.0,1.9828,1.0,12.9099,2.2,0.333,16.11,-0.169,-2.953,11.983,3.711,-2.953,11.328,0.923,-2.953,19.459,-2.17,-2.953,16.332,0.0,0.0,0.0,12.2556,0.6196,4.9605
TypeA0_0184,0,5,6.435,1.152,4.298,6.199,2.1488,1.0,11.2324,2.299,0.333,14.532,0.527,-2.953,9.319,4.57,-2.953,10.573,3.473,-2.953,17.262,-0.974,-2.953,17.096,-1.827,-2.953,13.161,12.3551,0.6193,0.3117
TypeA0_0185,0,3,6.631,0.848,4.324,6.193,2.1622,1.0,11.3016,2.296,0.333,14.598,-0.086,-2.953,10.157,4.599,-2.953,10.649,-1.238,-2.953,16.875,0.0,0.0,0.0,0.0,0.0,0.0,8.0865,-3.693,-3.2931
TypeA0_0186,0,5,6.276,1.054,3.803,5.771,1.9014,1.0,11.1219,2.086,0.333,14.208,-0.154,-2.953,10.178,4.102,-2.953,10.602,3.046,-2.953,16.806,0.453,-2.953,17.388,-2.14,-2.953,14.375,-14.9109,0.9926,-3.3306
TypeA0_0187,0,4,6.42,1.686,4.377,5.063,2.1885,1.0,12.077,1.731,0.333,14.808,-0.041,-2.953,10.842,4.651,-2.953,11.421,3.554,-2.953,16.725,-1.419,-2.953,14.119,0.0,0.0,0.0,-9.9977,-0.0425,-3.2751
TypeA0_0188,0,5,7.204,1.374,3.985,5.786,1.9927,1.0,12.6796,2.093,0.333,15.773,-0.134,-2.953,11.674,4.291,-2.953,12.177,3.769,-2.953,17.758,0.067,-2.953,18.824,-2.04,-2.953,15.408,-10.1402,-1.5234,4.7663
TypeA0_0189,0,5,7.905,1.02,4.431,5.313,2.2156,1.0,12.6126,1.856,0.333,15.469,-0.309,-2.953,12.102,4.439,-2.953,11.312,2.78,-2.953,18.159,0.284,-2.953,18.265,-1.527,-2.953,14.806,14.9277,1.8889,4.2163
TypeA0_0190,0,5,7.23,1.566,4.206,5.977,2.103,1.0,12.8053,2.188,0.333,15.994,0.066,-2.953,11.421,4.019,-2.953,11.258,2.611,-2.953,19.076,-1.041,-2.953,18.385,-2.045,-2.953,15.985,0.598,2.6606,2.4999
TypeA0_0191,0,4,7.249,0.906,4.076,5.652,2.038,1.0,11.8434,2.026,0.333,14.869,0.11,-2.953,10.418,3.745,-2.953,10.159,0.948,-2.953,18.042,-1.459,-2.953,16.566,0.0,0.0,0.0,-3.0668,1.3605,-4.7441
TypeA0_0192,0,5,7.487,0.851,4.003,5.342,2.0016,1.0,11.9707,1.871,0.333,14.841,-0.291,-2.953,11.403,4.091,-2.953,10.87,3.978,-2.953,16.056,0.476,-2.953,17.784,-1.75,-2.953,15.531,-5.8981,3.14,0.8315
TypeA0_0193,0,3,7.779,1.13,3.796,5.999,1.8982,1.0,13.0762,2.2,0.333,16.276,0.423,-2.953,11.367,3.898,-2.953,12.028,4.178,-2.953,17.618,0.0,0.0,0.0,0.0,0.0,0.0,7.1978,-3.8731,-1.6056
TypeA0_0194,0,4,7.88,1.199,3.801,5.988,1.9006,1.0,13.2334,2.194,0.333,16.427,0.384,-2.953,11.557,3.661,-2.953,11.815,3.907,-2.953,18.264,-2.21,-2.953,16.966,0.0,0.0,0.0,9.3292,-3.9746,3.5262
TypeA0_0195,0,4,6.808,1.182,3.543,6.433,1.7713,1.0,11.9387,2.417,0.333,15.355,-0.229,-2.953,11.204,3.683,-2.953,10.996,3.456,-2.953,17.928,-1.945,-2.953,17.426,0.0,0.0,0.0,9.2499,-3.8627,4.0211
TypeA0_0196,0,3,7.007,1.776,4.205,5.716,2.1023,1.0,12.8664,2.058,0.333,15.925,0.283,-2.953,11.208,4.236,-2.953,11.637,-0.058,-2.953,18.841,0.0,0.0,0.0,0.0,0.0,0.0,13.5804,1.0293,-1.7576
TypeA0_0197,0,4,6.773,1.407,4.032,6.265,2.016,1.0,12.2749,2.332,0.333,15.607,0.162,-2.953,10.789,4.014,-2.953,10.989,0.526,-2.953,19.031,-1.482,-2.953,17.825,0.0,0.0,0.0,10.6364,0.4125,3.2127
TypeA0_0198,0,3,7.793,0.907,4.388,6.436,2.1939,1.0,12.7627,2.418,0.333,16.181,-0.203,-2.953,11.881,3.975,-2.953,10.932,4.967,-2.953,16.361,0.0,0.0,0.0,0.0,0.0,0.0,-4.9122,1.0672,2.7574
TypeA0_0199,0,4,6.766,1.258,4.053,5.485,2.0267,1.0,12.0572,1.943,0.333,15.0,0.343,-2.953,10.365,3.689,-2.953,10.345,2.625,-2.953,17.769,-1.478,-2.953,13.48,0.0,0.0,0.0,-10.7762,-4.6426,0.694
TypeA0_0200,0,3,7.869,1.233,4.315,5.669,2.1575,1.0,12.9639,2.035,0.333,15.998,-0.229,-2.953,12.164,4.314,-2.953,11.665,0.275,-2.953,19.004,0.0,0.0,0.0,0.0,0.0,0.0,-11.6873,-1.6483,2.3938
